tag	nonce	classical	n_shots	rung	ms	pair_ms	sim_ms	stream_fp
sj2d2	86189264208096	7	9024	9024	6189	2005	4183	2b6c16b690f701d29acf4710eacde097
sj2d2	86189264208097	4	9024	9024	5461	1584	3877	176d27d9f58d62613be467ac1bc4d42b
sj2d2	86326703161569	7	9024	9024	6356	1828	4527	c1cb29c092e10c12d08e7bbac073bea3
sj2d2	86464142115041	3	9024	9024	5958	2148	3810	88a81b6e964d7da4a0cc6ecf52d50c97
sj2d2	86601581068513	3	9024	9024	8369	3243	5125	4a10d7b8c70d558343bfd61452b61eb1
sj2d2	86739020021985	6	9024	9024	7028	3181	3846	b543b01b8279bd674fab23279084651b
sj2d2	86876458975457	3	9024	9024	7153	2079	5073	3feef2e85d2c4b69c2d8937c5fd33b32
sj2d2	87013897928929	14	9024	9024	7454	2707	4747	67495aef7156d86813e9779eaa8428bb
sj2d2	87151336882401	7	9024	9024	7233	2428	4805	486a3369d627d1d428e04db9808057b1
sj2d2	87288775835872	4	9024	9024	8084	1995	6089	4cb2b378e044380463ec60361f6a7b66
sj2d2	87288775835873	6	9024	9024	6589	2173	4415	0c8c76354308eba08abeccb5b1eec40e
sj2d2	87426214789345	3	9024	9024	6969	2388	4580	108da67f5e41660c010ce27ced6a0929
sj2d2	87563653742817	6	9024	9024	4797	1435	3361	ae90e63558957e3f2b9dd8012cb96007
sj2d2	87701092696289	7	9024	9024	6162	1764	4397	968bc6319b6188968efe3510a2977fb4
sj2d2	87838531649761	8	9024	9024	5637	1950	3687	26cc90a70c9802fe35e7ec88d8ef86a1
sj2d2	87975970603233	7	9024	9024	7504	3146	4358	7e6003ab7e93f4b6c778967b16a07c10
sj2d2	88113409556705	1	9024	9024	7509	2107	5401	559f1bba36c9d3f6406b6cd1bc4c1b83
sj2d2	88250848510177	6	9024	9024	6345	2292	4053	271178a4fb0e703af9e935cd1f5c8bf1
sj2d2	88388287463648	13	9024	9024	6440	1730	4710	8d16c04fdc7e40b170b8ca7eaf255992
sj2d2	88388287463649	8	9024	9024	7372	2422	4949	de1f78e6e8876a01e309ba6979ef156c
sj2d2	88525726417121	6	9024	9024	7005	2324	4680	a10203e1882c5e2a56ad72ed3b3eea01
sj2d2	88663165370593	8	9024	9024	7444	2085	5358	f167ad0bc0dfc1de95aefb344c42e709
sj2d2	88800604324065	3	9024	9024	6365	2080	4284	60cd8512d4c4b14b9c5c9a962f9111f8
sj2d2	88938043277537	4	9024	9024	4710	1560	3149	cca28dd524faf40927d7b2f2ef7b1675
sj2d2	89075482231009	5	9024	9024	5516	1846	3669	e5003257c56781cef9432f016f14fd9e
sj2d2	89212921184481	4	9024	9024	5094	1719	3374	924fd85f741c9907970f9b3f7a8ababa
sj2d2	89350360137953	3	9024	9024	5250	1761	3489	258e77563d9bd0ca3227e4edc7471db5
sj2d2	89487799091424	4	9024	9024	7302	2137	5164	87066dc946a7b56eb6cd180c117a5996
sj2d2	89487799091425	2	9024	9024	7789	2907	4881	139671660226c2b8f3008cbf859916f8
sj2d2	89625238044897	8	9024	9024	5027	1504	3522	7287b97649f781a81bbfb22bcd26a847
sj2d2	90587310719200	4	9024	9024	6434	2205	4229	6d7334a776592a3c798a338dbb26a770
sj2d2	91686822346976	4	9024	9024	7549	1720	5828	378a6c7910028f01893de674112c4bb4
sj2d2	92786333974752	6	9024	9024	8546	3548	4997	4de3e12e3583b0397ca9d0bca29fe36a
sj2d2	93885845602528	6	9024	9024	7182	2173	5008	9e4bbd0eea64408a9518fc1504290ea5
sj2d2	94985357230304	3	9024	9024	6509	2205	4304	966765a20024b3f332c2db49e72e761a
sj2d2	96084868858080	6	9024	9024	6427	2092	4335	16ac08dda81c7fbf241fc8cc8d82dc7d
sj2d2	97184380485856	8	9024	9024	6825	1738	5086	057b0fa6f80431450bad4869d7a42b26
sj2d2	98283892113632	11	9024	9024	7254	2245	5009	17c6dcdc271b9486afa93e3083760388
sj2d2	99383403741408	6	9024	9024	6832	2236	4595	e4e59caad06721ea2fe450b1b3118605
sj2d2	100482915369184	7	9024	9024	8620	2921	5699	a4c5ccfee7b5dd9e24c329714b927d81
sj2d2	101582426996960	5	9024	9024	10692	3991	6701	b99d77f1c6bc2c498797a71e27e6c5ad
sj2d2	102681938624736	14	9024	9024	7332	2619	4713	682ceae651121d7be1cd5382fc4d4213
sj2d2	103781450252512	7	9024	9024	6844	2220	4623	6da95541532819c4911445b51766ab7e
sj2d2	104880961880288	8	9024	9024	7333	2120	5213	8083e6cf55122be4bf3aa8f4c8032603
sj2d2	105980473508064	4	9024	9024	7409	2501	4907	b1489cf418b7594eb82400d0da364ce0
sj2d2	107079985135840	5	9024	9024	7372	2524	4847	dd55757fba39e3f18f0965aafe93def4
sj2d2	108179496763616	4	9024	9024	8183	2426	5756	d172f2e8df18406024babfbbb37f18ce
sj2d2	109279008391392	3	9024	9024	7265	2359	4905	208308cbc685345343ee298051f982be
sj2d2	110378520019168	6	9024	9024	7011	2205	4806	6b4c827e5b32ffa96c1ee3f61570ae80
sj2d2	111478031646944	4	9024	9024	6654	1872	4781	4935b08d85a7efc49c18a2a2eec634ab
sj2d2	112577543274720	6	9024	9024	8015	1725	6290	ee15c6962fa056b38826fe6cc6a1ebf1
sj2d2	113677054902496	3	9024	9024	5883	1945	3938	ab2f59c99fbd57c034f4c2bd2c2ee76b
sj2d2	114776566530272	6	9024	9024	6783	2036	4747	9cefed0fc30881309b7052aa312cdfcc
sj2d2	115876078158048	6	9024	9024	7286	2455	4830	888e78c81349cd32c12af5ef0631631d
sj2d2	116975589785824	4	9024	9024	7476	2377	5099	891bb94fe3d4f3947546949f830f7500
sj2d2	118075101413600	7	9024	9024	6727	2250	4476	c609672b47b6e0bc61d9d6e4a4c48136
sj2d2	119174613041376	12	9024	9024	8073	2729	5343	2f099dfa6156f3c6bcf1a68e26a9e2bc
sj2d2	120274124669152	6	9024	9024	6034	2186	3847	e7617c58f1848c7525818c8bc6e95cfd
sj2d2	121373636296928	9	9024	9024	7636	2382	5253	e89082a95734e915727ec623cb9be37c
sj2d2	122473147924704	3	9024	9024	6818	2220	4598	a7dec9dc68c333c32da138433ac651bf
sj2d2	123572659552480	4	9024	9024	8594	3471	5122	77bdf41a754d5cd007e1a4b21448597d
sj2d2	124672171180256	3	9024	9024	7419	2429	4990	085c8965243f3c0815c6b4148369da77
sj2d2	125771682808032	7	9024	9024	8298	3109	5188	600b1648cd7c79bf85b2a89e351c8fd3
sj2d2	126871194435808	5	9024	9024	6895	2403	4492	1ec27522186b7f193ff0cdb287b8a9a9
sj2d2	127970706063584	6	9024	9024	5950	1961	3988	16105ecfde742268cdb911600245e9cb
sj2d2	129070217691360	10	9024	9024	7677	2825	4851	71b0c3e8bd24e856be1e007f8750ca8f
sj2d2	130169729319136	8	9024	9024	7150	2495	4655	d4403b4833b0e4ce5f047fca40f57656
sj2d2	131269240946912	2	9024	9024	7929	2213	5715	daa9ff09825e3260e28ab5a955756d8c
sj2d2	132368752574688	8	9024	9024	5543	1872	3670	900b456b5ce8889d12e6788c77036d82
sj2d2	133468264202464	5	9024	9024	8185	2866	5318	93a1f1e3b05116f010454b60566a217b
sj2d2	134567775830240	2	9024	9024	9145	2878	6266	08c25dc602a9f4124c289fd47b62657a
sj2d2	135667287458016	7	9024	9024	7536	2305	5230	759cd1c944ffa6f50462e0b59638256a
sj2d2	136766799085792	5	9024	9024	7661	2433	5228	0843111944711f78136cfd475d027c0c
sj2d2	137866310713568	8	9024	9024	7648	2417	5231	ca6f8d37d36fd655e04aa374ffd6a234
sj2d2	138965822341344	4	9024	9024	6883	1751	5131	c583452d85dd0d4410b550c456fe781c
sj2d2	140065333969120	6	9024	9024	7467	2392	5075	5548ab5e55b56fb48e170cb4dca82816
sj2d2	141164845596896	4	9024	9024	6260	2162	4097	654ae21b73b7ff95e9d2de3141817db8
sj2d2	142264357224672	4	9024	9024	7459	2617	4842	d0411743bc0640e0faea11d96ef6751c
sj2d2	143363868852448	4	9024	9024	5741	1989	3751	c516f1d99fcd286419c3ae2c2977789b
sj2d2	144463380480224	8	9024	9024	8010	2785	5225	79c146df729d8085f20cdb35191425df
sj2d2	145562892108000	7	9024	9024	8509	2674	5834	9a955cdea74640d2aa7d0f981be1e743
sj2d2	146662403735776	5	9024	9024	5755	1600	4154	24ba0405d32f5d37031299379c1d3f81
sj2d2	147761915363552	4	9024	9024	8693	2756	5937	d197cf724a62de0f12608b32f97d3344
sj2d2	148861426991328	5	9024	9024	7259	2848	4410	6c2b3c230f3a736e04e4a4e30bfadbae
sj2d2	149960938619104	7	9024	9024	6996	2406	4590	463feacee04e9c7fcb5efdc08409dd58
sj2d2	151060450246880	8	9024	9024	5391	1736	3654	06a9653e938bff5aa0f47bc0b23d81cd
sj2d2	152159961874656	5	9024	9024	8071	2257	5814	63fe31eaf870b4857936318a379da3b1
sj2d2	153259473502432	6	9024	9024	7379	2498	4880	33a35cb920d0602f34d13d02266bca63
sj2d2	154358985130208	7	9024	9024	6757	1777	4979	604ee6dc3b8d4f0fc0fbbd1e3938aa37
sj2d2	155458496757984	7	9024	9024	6569	2217	4351	a636abf39484efd2611904d6ee506c85
sj2d2	156558008385760	6	9024	9024	7383	2486	4896	ecc3c996844b54f1a7ee509b546a6e6d
sj2d2	157657520013536	5	9024	9024	7210	2398	4812	573934fbf341562e89cba2ec784664c1
sj2d2	158757031641312	5	9024	9024	9636	3060	6575	898cfea584e4c8332a337fa875a3e10e
sj2d2	159856543269088	3	9024	9024	7238	2434	4803	8ee3a0ac15a5bbf6a37580aab04a7a49
sj2d2	160956054896864	8	9024	9024	7184	2054	5130	a316c21d17f7226b4cb4de59df436c0b
sj2d2	162055566524640	5	9024	9024	6413	2363	4049	d10e6f1a61102027eeace53257a88b95
sj2d2	163155078152416	5	9024	9024	9632	2981	6650	40270e8d6d728ed886bc6e773ca69fe5
sj2d2	164254589780192	6	9024	9024	6836	1879	4957	bf433928cedb9cae8ed73dabe06cdaec
sj2d2	165354101407968	6	9024	9024	7098	2245	4852	815fbfe8a64be405e6c491e2663b6c56
sj2d2	166453613035744	4	9024	9024	6104	2342	3762	846ae17dc70002636f8603d1df3f3b30
sj2d2	167553124663520	6	9024	9024	7478	2268	5210	e42db4d9237001a63005f632dca7410e
sj2d2	168652636291296	13	9024	9024	7275	2176	5098	76f373ee53490de0e04e028d2025beeb
sj2d2	169752147919072	4	9024	9024	7443	2401	5042	54dd138e80e4d19744321a9c583bcd81
sj2d2	170851659546848	6	9024	9024	7587	2219	5367	e43b02567730d1495570e23567019a45
sj2d2	171951171174624	4	9024	9024	6931	2358	4572	8294692b8777ce3e11fb86e0d70f7ea2
