A	62000008397024
A	62000008397025
A	62000008397026
A	62000008397027
A	62000008397028
A	62000008397029
A	62000008397030
A	62000008397031
A	62000008397032
A	62000008397033
A	62000008397034
A	62000008397035
A	62000008397036
A	62000008397037
A	62000008397038
A	62000008397039
A	62000008397040
A	62000008397041
A	62000008397042
A	62000008397043
A	62000008397044
A	62000008397045
A	62000008397046
A	62000008397047
A	62000008397048
A	62000008397049
A	62000008397050
A	62000008397051
A	62000008397052
A	62000008397053
A	62000008397054
A	62000008397055
A	62000008397056
A	62000008397057
A	62000008397058
A	62000008397059
A	62000008397060
A	62000008397061
A	62000008397062
A	62000008397063
A	62000008397064
A	62000008397065
A	62000008397066
A	62000008397067
A	62000008397068
A	62000008397069
A	62000008397070
A	62000008397071
A	62000008397072
A	62000008397073
A	62000008397074
A	62000008397075
A	62000008397076
A	62000008397077
A	62000008397078
A	62000008397079
A	62000008397080
A	62000008397081
A	62000008397082
A	62000008397083
A	62000008397084
A	62000008397085
A	62000008397086
A	62000008397087
A	62000008397088
A	62000008397089
A	62000008397090
A	62000008397091
A	62000008397092
A	62000008397093
A	62000008397094
A	62000008397095
A	62000008397096
A	62000008397097
A	62000008397098
A	62000008397099
A	62000008397100
A	62000008397101
A	62000008397102
A	62000008397103
A	62000008397104
A	62000008397105
A	62000008397106
A	62000008397107
A	62000008397108
A	62000008397109
A	62000008397110
A	62000008397111
A	62000008397112
A	62000008397113
A	62000008397114
A	62000008397115
A	62000008397116
A	62000008397117
A	62000008397118
A	62000008397119
A	62000008397120
A	62000008397121
A	62000008397122
A	62000008397123
B	63099520024800
B	64199031652576
B	65298543280352
B	66398054908128
B	67497566535904
B	68597078163680
B	69696589791456
B	70796101419232
B	71895613047008
B	72995124674784
B	74094636302560
B	75194147930336
B	76293659558112
B	77393171185888
B	78492682813664
B	79592194441440
B	80691706069216
B	81791217696992
B	82890729324768
B	83990240952544
B	85089752580320
B	86189264208096
B	87288775835872
B	88388287463648
B	89487799091424
B	90587310719200
B	91686822346976
B	92786333974752
B	93885845602528
B	94985357230304
B	96084868858080
B	97184380485856
B	98283892113632
B	99383403741408
B	100482915369184
B	101582426996960
B	102681938624736
B	103781450252512
B	104880961880288
B	105980473508064
B	107079985135840
B	108179496763616
B	109279008391392
B	110378520019168
B	111478031646944
B	112577543274720
B	113677054902496
B	114776566530272
B	115876078158048
B	116975589785824
B	118075101413600
B	119174613041376
B	120274124669152
B	121373636296928
B	122473147924704
B	123572659552480
B	124672171180256
B	125771682808032
B	126871194435808
B	127970706063584
B	129070217691360
B	130169729319136
B	131269240946912
B	132368752574688
B	133468264202464
B	134567775830240
B	135667287458016
B	136766799085792
B	137866310713568
B	138965822341344
B	140065333969120
B	141164845596896
B	142264357224672
B	143363868852448
B	144463380480224
B	145562892108000
B	146662403735776
B	147761915363552
B	148861426991328
B	149960938619104
B	151060450246880
B	152159961874656
B	153259473502432
B	154358985130208
B	155458496757984
B	156558008385760
B	157657520013536
B	158757031641312
B	159856543269088
B	160956054896864
B	162055566524640
B	163155078152416
B	164254589780192
B	165354101407968
B	166453613035744
B	167553124663520
B	168652636291296
B	169752147919072
B	170851659546848
B	171951171174624
CTRL	62000008397024
CTRL	62000008397024
